tick,iso8601,House,Work,School,Restaurant,Outdoor,Car,Public Transport,Shop,Medical,Place of Worship,Indoor Sport,Cinema or Theatre,Museum or Zoo,Visit 
11119,05/10/2020T05:10:00 ,194411,894,0,481,212,838,221,0,0,0,0,0,0,5653
11120,05/10/2020T05:20:00 ,194164,962,0,481,320,885,221,24,0,0,0,0,0,5653
11121,05/10/2020T05:30:00 ,193720,1046,0,319,304,1417,227,24,0,0,0,0,0,5653
11122,05/10/2020T05:40:00 ,193583,1286,0,234,314,1486,130,24,0,0,0,0,0,5653
11123,05/10/2020T05:50:00 ,193291,1440,0,174,385,1652,190,24,0,0,0,0,0,5554
11124,05/10/2020T06:00:00 ,193188,2396,0,67,169,762,363,24,0,0,0,0,0,5741
11125,05/10/2020T06:10:00 ,192754,2396,0,53,130,1186,450,0,0,0,0,0,0,5741
11126,05/10/2020T06:20:00 ,192537,2603,0,53,265,1060,403,48,0,0,0,0,0,5741
11127,05/10/2020T06:30:00 ,192233,2935,0,0,493,655,577,0,0,0,0,0,0,5817
11128,05/10/2020T06:40:00 ,191839,3049,0,0,605,830,646,0,0,0,0,0,0,5741
11129,05/10/2020T06:50:00 ,191535,3431,0,0,563,894,546,0,0,0,0,0,0,5741
11130,05/10/2020T07:00:00 ,190192,4203,0,0,773,1429,372,0,0,0,0,0,0,5741
11131,05/10/2020T07:10:00 ,189865,4380,0,0,771,1520,433,0,0,0,0,0,0,5741
11132,05/10/2020T07:20:00 ,189426,4504,0,0,934,1495,550,60,0,0,0,0,0,5741
11133,05/10/2020T07:30:00 ,187521,4639,0,0,1809,2422,672,24,0,0,0,0,0,5623
11134,05/10/2020T07:40:00 ,186385,4836,0,0,2382,2519,822,56,0,0,0,0,0,5710
11135,05/10/2020T07:50:00 ,185244,5187,401,0,2728,2379,770,164,0,0,0,0,0,5837
11136,05/10/2020T08:00:00 ,183832,6090,516,0,2447,2553,770,663,110,0,0,0,0,5729
11137,05/10/2020T08:10:00 ,183597,6673,559,41,1977,2100,703,1141,110,0,0,0,0,5809
11138,05/10/2020T08:20:00 ,182460,6822,559,41,2397,2950,674,959,110,0,0,0,0,5738
11139,05/10/2020T08:30:00 ,180901,6750,671,78,2134,3841,1398,1089,110,0,0,0,0,5738
11140,05/10/2020T08:40:00 ,178978,7143,671,145,3011,4870,957,966,110,0,0,0,0,5859
11141,05/10/2020T08:50:00 ,177111,7380,671,145,4538,4526,821,1130,477,0,52,0,0,5859
11142,05/10/2020T09:00:00 ,172651,7808,671,181,6919,5694,896,1114,732,0,126,0,32,5886
11143,05/10/2020T09:10:00 ,171574,7897,720,181,6443,6092,884,2233,732,0,170,0,32,5752
11144,05/10/2020T09:20:00 ,169435,8034,720,212,7480,7023,1019,1781,732,220,245,0,32,5777
11145,05/10/2020T09:30:00 ,166564,8124,720,326,8807,7537,1013,2356,365,465,400,0,32,6001
11146,05/10/2020T09:40:00 ,163654,8423,671,373,10315,7234,1561,3277,365,465,400,0,78,5894
11147,05/10/2020T09:50:00 ,161780,8559,671,310,11231,7127,2214,3379,189,1154,562,0,78,5456
11148,05/10/2020T10:00:00 ,154650,8964,811,572,14134,9368,2656,4174,141,1297,809,0,78,5056
11149,05/10/2020T10:10:00 ,154140,8991,889,709,14467,7885,1983,5442,141,1804,858,0,78,5323
11150,05/10/2020T10:20:00 ,153356,8854,889,678,13931,8879,2350,4943,141,2229,910,0,78,5472
11151,05/10/2020T10:30:00 ,150631,8959,956,1046,14770,7515,1751,6738,141,2755,849,0,317,6282
11152,05/10/2020T10:40:00 ,148999,8971,956,1069,15078,8615,1874,6869,141,2362,1050,0,363,6363
11153,05/10/2020T10:50:00 ,147779,9027,956,1083,15235,8734,2452,7077,31,2287,1200,0,363,6486
11154,05/10/2020T11:00:00 ,145554,9115,1058,1596,14384,11149,2363,7360,31,2314,1236,0,449,6101
11155,05/10/2020T11:10:00 ,146027,9115,1058,1550,13701,11645,2188,6832,31,2050,1409,0,533,6571
11156,05/10/2020T11:20:00 ,146736,8987,1058,1493,14250,10393,2281,6530,135,1652,1857,0,441,6897
11157,05/10/2020T11:30:00 ,146525,8884,1058,2215,14250,10421,1663,6809,223,1399,1801,0,441,7021
11158,05/10/2020T11:40:00 ,146108,8977,838,2284,13775,11275,2414,6723,223,1157,1476,0,441,7019
11159,05/10/2020T11:50:00 ,146109,8806,838,1799,14755,12117,2162,6266,223,960,1439,0,441,6795
11160,05/10/2020T12:00:00 ,144651,8123,540,3559,12672,14201,2651,6037,119,824,1457,0,409,7467
11161,05/10/2020T12:10:00 ,145622,8222,520,4563,11343,12235,2900,5972,119,869,1631,0,409,8305
11162,05/10/2020T12:20:00 ,146763,7957,473,5701,10469,11124,2709,5329,88,824,1575,0,409,9289
11163,05/10/2020T12:30:00 ,148195,7920,473,7548,9388,8351,2443,5685,88,796,1531,0,441,9851
11164,05/10/2020T12:40:00 ,148416,7920,473,7833,8911,8371,2629,4744,117,829,1531,0,441,10495
11165,05/10/2020T12:50:00 ,148315,7733,473,8449,9744,7906,2499,4259,117,829,1531,0,441,10414
11166,05/10/2020T13:00:00 ,144899,7347,626,9797,10603,10250,2395,2783,29,398,1537,0,542,11504
11167,05/10/2020T13:10:00 ,146074,7321,626,10620,10059,8908,2027,3040,29,67,1622,0,596,11721
11168,05/10/2020T13:20:00 ,145019,7472,626,10588,10214,8543,1869,3333,0,67,1660,0,512,12807
11169,05/10/2020T13:30:00 ,144982,7386,591,10698,11115,7355,1272,3816,0,67,1514,0,512,13402
11170,05/10/2020T13:40:00 ,143193,7098,591,10065,12942,7422,1623,4079,0,0,1453,0,512,13732
11171,05/10/2020T13:50:00 ,140879,7143,591,9239,14529,9196,2018,3831,0,0,1274,97,279,13634
11172,05/10/2020T14:00:00 ,133172,7295,614,7649,19139,13374,2307,3735,0,0,1232,697,351,13145
11173,05/10/2020T14:10:00 ,132268,7370,614,7004,19991,13019,2205,4836,0,0,1033,697,351,13322
11174,05/10/2020T14:20:00 ,130639,7189,614,6519,21181,12887,2439,5066,60,152,1084,902,351,13627
11175,05/10/2020T14:30:00 ,129098,6951,614,5834,23213,12282,2274,6466,60,152,1226,902,351,13287
11176,05/10/2020T14:40:00 ,127484,6726,614,5090,25007,12491,2004,6738,60,411,1295,902,483,13405
11177,05/10/2020T14:50:00 ,127329,6590,509,4739,26199,11555,2086,6692,0,511,1022,945,483,14050
11178,05/10/2020T15:00:00 ,122779,6113,540,3641,28676,15442,1673,7282,0,511,1162,989,516,13386
11179,05/10/2020T15:10:00 ,123812,5752,540,3646,30059,12585,1966,7513,0,511,1175,920,516,13715
11180,05/10/2020T15:20:00 ,123382,5704,677,3486,30450,11797,1648,8516,0,566,1320,920,565,13679
11181,05/10/2020T15:30:00 ,123697,5670,766,3024,31181,10298,1221,9296,59,414,1320,971,565,14228
11182,05/10/2020T15:40:00 ,121379,5675,626,3316,34226,10995,1266,8341,59,414,1126,896,745,13646
11183,05/10/2020T15:50:00 ,120960,5633,626,3006,35448,10800,1720,7869,59,414,1156,876,650,13493
11184,05/10/2020T16:00:00 ,118928,5612,592,3071,37731,12545,1490,7417,59,414,1011,745,375,12720
11185,05/10/2020T16:10:00 ,119312,5488,592,3330,36223,12284,1977,7624,59,314,1052,706,375,13374
11186,05/10/2020T16:20:00 ,120250,5491,592,3515,36333,10899,1593,8295,59,314,1255,862,375,12877
11187,05/10/2020T16:30:00 ,122802,5369,592,3630,35293,9635,1743,8071,59,314,1134,972,375,12721
11188,05/10/2020T16:40:00 ,125474,5287,639,3303,33439,9900,1803,7636,59,314,1137,981,375,12363
11189,05/10/2020T16:50:00 ,125071,5163,587,3024,33501,11073,1814,7735,0,314,1137,981,399,11911
11190,05/10/2020T17:00:00 ,127150,4862,509,3069,28990,14696,1798,7064,0,314,1125,1022,251,11860
11191,05/10/2020T17:10:00 ,129286,4881,316,3882,27031,14006,2233,6861,0,55,999,893,297,11970
11192,05/10/2020T17:20:00 ,131926,4837,316,4411,24809,12994,2150,6139,0,55,999,954,297,12823
11193,05/10/2020T17:30:00 ,133317,4683,285,4138,23681,11918,2394,6003,0,657,999,1038,466,13131
11194,05/10/2020T17:40:00 ,135122,4624,363,3936,23569,12874,2281,4693,0,657,918,842,466,12365
11195,05/10/2020T17:50:00 ,137664,4460,304,3397,23068,12261,2099,4497,102,657,833,842,515,12011
11196,05/10/2020T18:00:00 ,142370,3892,265,3881,18688,13985,2846,3303,102,705,486,938,386,10863
11197,05/10/2020T18:10:00 ,144929,3515,265,4012,17872,12293,2871,3731,102,818,343,1040,337,10582
11198,05/10/2020T18:20:00 ,147085,3762,265,3545,16698,11480,3091,3192,102,920,381,1040,337,10812
11199,05/10/2020T18:30:00 ,146974,3630,265,3180,16371,13057,2834,3179,102,1115,329,932,291,10451
11200,05/10/2020T18:40:00 ,149450,3567,265,3055,14882,12714,2971,2748,102,845,197,1042,250,10622
11201,05/10/2020T18:50:00 ,150993,3310,265,3014,14306,13181,3140,2784,102,797,170,912,250,9486
11202,05/10/2020T19:00:00 ,156423,2709,102,4029,11375,12681,1993,1724,102,862,237,1131,337,9005
11203,05/10/2020T19:10:00 ,158126,2709,102,5036,9392,11173,2509,1621,102,767,237,1354,168,9414
11204,05/10/2020T19:20:00 ,160282,2638,102,5558,8095,10269,2088,1319,0,767,174,1449,119,9850
11205,05/10/2020T19:30:00 ,160818,2728,102,6665,7979,9565,1306,1123,0,660,174,1593,78,9919
11206,05/10/2020T19:40:00 ,162462,2682,102,7070,7823,7556,1199,778,0,660,174,1731,78,10395
11207,05/10/2020T19:50:00 ,162481,2574,102,7105,7849,8534,1035,366,0,660,214,1777,32,9981
11208,05/10/2020T20:00:00 ,164905,2448,102,7280,6765,7528,988,409,0,537,107,1995,0,9646
11209,05/10/2020T20:10:00 ,164679,2414,102,7925,7121,7137,763,314,0,537,107,2183,0,9428
11210,05/10/2020T20:20:00 ,166079,2421,102,8508,6155,5660,1194,143,0,278,107,2183,0,9880
11211,05/10/2020T20:30:00 ,166228,2399,102,9214,5924,5200,752,235,0,176,145,2272,0,10063
11212,05/10/2020T20:40:00 ,166312,2357,102,9140,6953,5167,775,151,0,176,192,2122,0,9263
11213,05/10/2020T20:50:00 ,166277,2357,102,10512,6613,4743,759,241,0,176,192,2122,0,8616
11214,05/10/2020T21:00:00 ,167216,2173,0,10802,5254,5114,1067,241,0,176,192,1634,0,8841
11215,05/10/2020T21:10:00 ,167218,2173,0,11269,5150,5538,901,71,0,103,252,1492,0,8543
11216,05/10/2020T21:20:00 ,168540,2209,0,10835,4824,4936,677,71,0,103,325,1641,0,8549
11217,05/10/2020T21:30:00 ,170344,2139,0,11530,4532,3365,431,71,0,103,325,1370,0,8500
11218,05/10/2020T21:40:00 ,171723,2091,0,10758,4091,3983,275,71,0,103,325,1204,0,8086
11219,05/10/2020T21:50:00 ,172431,1930,0,10733,4252,3829,238,71,0,0,325,1140,0,7761
11220,05/10/2020T22:00:00 ,174255,1778,0,8718,3785,5337,785,0,0,0,278,1083,0,6691
11221,05/10/2020T22:10:00 ,175119,1368,0,8631,2889,6219,1008,0,0,0,238,1083,0,6155
11222,05/10/2020T22:20:00 ,176439,1368,0,8820,2796,5318,502,0,0,0,140,1083,0,6244
11223,05/10/2020T22:30:00 ,178520,1237,0,8217,2956,4856,321,0,0,0,140,675,0,5788
11224,05/10/2020T22:40:00 ,179176,1165,0,7291,2909,4992,559,0,0,0,140,585,102,5791
11225,05/10/2020T22:50:00 ,181343,1165,0,7385,2446,3378,572,0,0,0,140,585,102,5594
11226,05/10/2020T23:00:00 ,181910,1080,0,6373,2379,5110,328,0,0,0,140,436,102,4852
11227,05/10/2020T23:10:00 ,183483,895,0,5837,2534,4638,273,92,0,0,67,436,102,4353
11228,05/10/2020T23:20:00 ,184811,756,0,5976,2230,3420,502,0,0,0,67,436,102,4410
11229,05/10/2020T23:30:00 ,185612,505,0,5277,2594,3455,511,170,0,0,67,285,102,4132
11230,05/10/2020T23:40:00 ,187040,539,0,4977,2241,3288,412,0,0,0,0,285,102,3826
11231,05/10/2020T23:50:00 ,188430,492,0,4232,2235,3042,0,0,0,0,0,285,102,3892
11232,05/11/2020T00:00:00 ,189552,492,0,4458,1999,2784,0,0,0,0,0,125,102,3198
11233,05/11/2020T00:10:00 ,190948,492,0,4514,2065,1385,93,0,0,0,0,125,102,2986
11234,05/11/2020T00:20:00 ,191579,492,0,4341,2029,1040,93,0,0,0,0,125,102,2909
11235,05/11/2020T00:30:00 ,192237,492,0,4223,1675,770,188,0,0,0,0,125,102,2898
11236,05/11/2020T00:40:00 ,192581,417,0,3919,1653,827,188,0,0,0,0,125,102,2898
11237,05/11/2020T00:50:00 ,193017,417,0,3453,1503,840,472,0,0,0,0,125,102,2781
11238,05/11/2020T01:00:00 ,194374,259,0,2983,891,1302,216,0,0,0,0,125,0,2560
11239,05/11/2020T01:10:00 ,194481,302,0,2983,796,1348,216,0,0,0,0,125,0,2459
11240,05/11/2020T01:20:00 ,194921,259,0,2751,891,1213,216,0,0,0,0,0,0,2459
11241,05/11/2020T01:30:00 ,195307,259,0,2550,744,1175,216,0,0,0,0,0,0,2459
11242,05/11/2020T01:40:00 ,195843,259,0,2550,744,769,216,0,0,0,0,0,0,2329
11243,05/11/2020T01:50:00 ,196079,259,0,2550,744,647,102,0,0,0,0,0,0,2329
11244,05/11/2020T02:00:00 ,196649,259,0,1877,846,229,571,0,0,0,0,0,0,2279
11245,05/11/2020T02:10:00 ,196713,259,0,1745,920,108,571,115,0,0,0,0,0,2279
11246,05/11/2020T02:20:00 ,196713,259,0,1745,920,187,492,115,0,0,0,0,0,2279
11247,05/11/2020T02:30:00 ,196939,259,0,1517,569,613,477,115,0,0,0,0,0,2221
11248,05/11/2020T02:40:00 ,196997,259,0,1517,511,728,477,0,0,0,0,0,0,2221
11249,05/11/2020T02:50:00 ,196847,259,0,1438,511,1002,477,0,0,0,0,0,0,2176
11250,05/11/2020T03:00:00 ,197444,338,0,1146,414,1068,87,0,0,0,0,0,0,2213
11251,05/11/2020T03:10:00 ,197835,338,0,986,335,1040,0,0,0,0,0,0,0,2176
11252,05/11/2020T03:20:00 ,197974,338,0,1012,0,964,246,0,0,0,0,0,0,2176
11253,05/11/2020T03:30:00 ,198138,338,0,967,0,845,300,0,0,0,0,0,0,2122
11254,05/11/2020T03:40:00 ,198357,338,0,905,0,581,362,0,0,0,0,0,0,2167
11255,05/11/2020T03:50:00 ,198788,338,0,866,0,167,300,0,0,0,0,0,0,2251
11256,05/11/2020T04:00:00 ,195443,504,0,789,63,82,50,0,0,0,0,0,0,5779
11257,05/11/2020T04:10:00 ,195494,504,0,789,63,81,0,0,0,0,0,0,0,5779
11258,05/11/2020T04:20:00 ,195403,504,0,789,116,195,0,0,0,0,0,0,0,5703
11259,05/11/2020T04:30:00 ,195241,504,0,789,116,302,31,24,0,0,0,0,0,5703
11260,05/11/2020T04:40:00 ,195065,504,0,789,154,440,55,0,0,0,0,0,0,5703
11261,05/11/2020T04:50:00 ,194747,623,0,732,317,533,55,0,0,0,0,0,0,5703
11262,05/11/2020T05:00:00 ,194470,775,0,732,212,744,124,0,0,0,0,0,0,5653
11263,05/11/2020T05:10:00 ,194411,894,0,481,212,838,221,0,0,0,0,0,0,5653
11264,05/11/2020T05:20:00 ,194164,962,0,481,320,885,221,24,0,0,0,0,0,5653
11265,05/11/2020T05:30:00 ,193720,1046,0,319,304,1417,227,24,0,0,0,0,0,5653
11266,05/11/2020T05:40:00 ,193583,1286,0,234,314,1486,130,24,0,0,0,0,0,5653
11267,05/11/2020T05:50:00 ,193291,1440,0,174,385,1652,190,24,0,0,0,0,0,5554
11268,05/11/2020T06:00:00 ,193188,2396,0,67,169,762,363,24,0,0,0,0,0,5741
11269,05/11/2020T06:10:00 ,192754,2396,0,53,130,1186,450,0,0,0,0,0,0,5741
11270,05/11/2020T06:20:00 ,192537,2603,0,53,265,1060,403,48,0,0,0,0,0,5741
11271,05/11/2020T06:30:00 ,192233,2935,0,0,493,655,577,0,0,0,0,0,0,5817
11272,05/11/2020T06:40:00 ,191839,3049,0,0,605,830,646,0,0,0,0,0,0,5741
11273,05/11/2020T06:50:00 ,191535,3431,0,0,563,894,546,0,0,0,0,0,0,5741
11274,05/11/2020T07:00:00 ,190192,4203,0,0,773,1429,372,0,0,0,0,0,0,5741
11275,05/11/2020T07:10:00 ,189865,4380,0,0,771,1520,433,0,0,0,0,0,0,5741
11276,05/11/2020T07:20:00 ,189426,4504,0,0,934,1495,550,60,0,0,0,0,0,5741
11277,05/11/2020T07:30:00 ,187521,4639,0,0,1809,2422,672,24,0,0,0,0,0,5623
11278,05/11/2020T07:40:00 ,186385,4836,0,0,2382,2519,822,56,0,0,0,0,0,5710
11279,05/11/2020T07:50:00 ,185244,5187,401,0,2728,2379,770,164,0,0,0,0,0,5837
11280,05/11/2020T08:00:00 ,183832,6090,516,0,2447,2553,770,663,110,0,0,0,0,5729
11281,05/11/2020T08:10:00 ,183597,6673,559,41,1977,2100,703,1141,110,0,0,0,0,5809
11282,05/11/2020T08:20:00 ,182460,6822,559,41,2397,2950,674,959,110,0,0,0,0,5738
11283,05/11/2020T08:30:00 ,180901,6750,671,78,2134,3841,1398,1089,110,0,0,0,0,5738
11284,05/11/2020T08:40:00 ,178978,7143,671,145,3011,4870,957,966,110,0,0,0,0,5859
11285,05/11/2020T08:50:00 ,177111,7380,671,145,4538,4526,821,1130,477,0,52,0,0,5859
11286,05/11/2020T09:00:00 ,172651,7808,671,181,6919,5694,896,1114,732,0,126,0,32,5886
11287,05/11/2020T09:10:00 ,171574,7897,720,181,6443,6092,884,2233,732,0,170,0,32,5752
11288,05/11/2020T09:20:00 ,169435,8034,720,212,7480,7023,1019,1781,732,220,245,0,32,5777
11289,05/11/2020T09:30:00 ,166564,8124,720,326,8807,7537,1013,2356,365,465,400,0,32,6001
11290,05/11/2020T09:40:00 ,163654,8423,671,373,10315,7234,1561,3277,365,465,400,0,78,5894
11291,05/11/2020T09:50:00 ,161780,8559,671,310,11231,7127,2214,3379,189,1154,562,0,78,5456
11292,05/11/2020T10:00:00 ,154650,8964,811,572,14134,9368,2656,4174,141,1297,809,0,78,5056
11293,05/11/2020T10:10:00 ,154140,8991,889,709,14467,7885,1983,5442,141,1804,858,0,78,5323
11294,05/11/2020T10:20:00 ,153356,8854,889,678,13931,8879,2350,4943,141,2229,910,0,78,5472
11295,05/11/2020T10:30:00 ,150631,8959,956,1046,14770,7515,1751,6738,141,2755,849,0,317,6282
11296,05/11/2020T10:40:00 ,148999,8971,956,1069,15078,8615,1874,6869,141,2362,1050,0,363,6363
11297,05/11/2020T10:50:00 ,147779,9027,956,1083,15235,8734,2452,7077,31,2287,1200,0,363,6486
11298,05/11/2020T11:00:00 ,145554,9115,1058,1596,14384,11149,2363,7360,31,2314,1236,0,449,6101
11299,05/11/2020T11:10:00 ,146027,9115,1058,1550,13701,11645,2188,6832,31,2050,1409,0,533,6571
11300,05/11/2020T11:20:00 ,146736,8987,1058,1493,14250,10393,2281,6530,135,1652,1857,0,441,6897
11301,05/11/2020T11:30:00 ,146525,8884,1058,2215,14250,10421,1663,6809,223,1399,1801,0,441,7021
11302,05/11/2020T11:40:00 ,146108,8977,838,2284,13775,11275,2414,6723,223,1157,1476,0,441,7019
11303,05/11/2020T11:50:00 ,146109,8806,838,1799,14755,12117,2162,6266,223,960,1439,0,441,6795
11304,05/11/2020T12:00:00 ,144651,8123,540,3559,12672,14201,2651,6037,119,824,1457,0,409,7467
11305,05/11/2020T12:10:00 ,145622,8222,520,4563,11343,12235,2900,5972,119,869,1631,0,409,8305
11306,05/11/2020T12:20:00 ,146763,7957,473,5701,10469,11124,2709,5329,88,824,1575,0,409,9289
11307,05/11/2020T12:30:00 ,148195,7920,473,7548,9388,8351,2443,5685,88,796,1531,0,441,9851
11308,05/11/2020T12:40:00 ,148416,7920,473,7833,8911,8371,2629,4744,117,829,1531,0,441,10495
11309,05/11/2020T12:50:00 ,148315,7733,473,8449,9744,7906,2499,4259,117,829,1531,0,441,10414
11310,05/11/2020T13:00:00 ,144899,7347,626,9797,10603,10250,2395,2783,29,398,1537,0,542,11504
11311,05/11/2020T13:10:00 ,146074,7321,626,10620,10059,8908,2027,3040,29,67,1622,0,596,11721
11312,05/11/2020T13:20:00 ,145019,7472,626,10588,10214,8543,1869,3333,0,67,1660,0,512,12807
11313,05/11/2020T13:30:00 ,144982,7386,591,10698,11115,7355,1272,3816,0,67,1514,0,512,13402
11314,05/11/2020T13:40:00 ,143193,7098,591,10065,12942,7422,1623,4079,0,0,1453,0,512,13732
11315,05/11/2020T13:50:00 ,140879,7143,591,9239,14529,9196,2018,3831,0,0,1274,97,279,13634
11316,05/11/2020T14:00:00 ,133172,7295,614,7649,19139,13374,2307,3735,0,0,1232,697,351,13145
11317,05/11/2020T14:10:00 ,132268,7370,614,7004,19991,13019,2205,4836,0,0,1033,697,351,13322
11318,05/11/2020T14:20:00 ,130639,7189,614,6519,21181,12887,2439,5066,60,152,1084,902,351,13627
11319,05/11/2020T14:30:00 ,129098,6951,614,5834,23213,12282,2274,6466,60,152,1226,902,351,13287
11320,05/11/2020T14:40:00 ,127484,6726,614,5090,25007,12491,2004,6738,60,411,1295,902,483,13405
11321,05/11/2020T14:50:00 ,127329,6590,509,4739,26199,11555,2086,6692,0,511,1022,945,483,14050
11322,05/11/2020T15:00:00 ,122779,6113,540,3641,28676,15442,1673,7282,0,511,1162,989,516,13386
11323,05/11/2020T15:10:00 ,123812,5752,540,3646,30059,12585,1966,7513,0,511,1175,920,516,13715
11324,05/11/2020T15:20:00 ,123382,5704,677,3486,30450,11797,1648,8516,0,566,1320,920,565,13679
11325,05/11/2020T15:30:00 ,123697,5670,766,3024,31181,10298,1221,9296,59,414,1320,971,565,14228
11326,05/11/2020T15:40:00 ,121379,5675,626,3316,34226,10995,1266,8341,59,414,1126,896,745,13646
11327,05/11/2020T15:50:00 ,120960,5633,626,3006,35448,10800,1720,7869,59,414,1156,876,650,13493
11328,05/11/2020T16:00:00 ,118928,5612,592,3071,37731,12545,1490,7417,59,414,1011,745,375,12720
11329,05/11/2020T16:10:00 ,119312,5488,592,3330,36223,12284,1977,7624,59,314,1052,706,375,13374
11330,05/11/2020T16:20:00 ,120250,5491,592,3515,36333,10899,1593,8295,59,314,1255,862,375,12877
11331,05/11/2020T16:30:00 ,122802,5369,592,3630,35293,9635,1743,8071,59,314,1134,972,375,12721
11332,05/11/2020T16:40:00 ,125474,5287,639,3303,33439,9900,1803,7636,59,314,1137,981,375,12363
11333,05/11/2020T16:50:00 ,125071,5163,587,3024,33501,11073,1814,7735,0,314,1137,981,399,11911
11334,05/11/2020T17:00:00 ,127150,4862,509,3069,28990,14696,1798,7064,0,314,1125,1022,251,11860
11335,05/11/2020T17:10:00 ,129286,4881,316,3882,27031,14006,2233,6861,0,55,999,893,297,11970
11336,05/11/2020T17:20:00 ,131926,4837,316,4411,24809,12994,2150,6139,0,55,999,954,297,12823
11337,05/11/2020T17:30:00 ,133317,4683,285,4138,23681,11918,2394,6003,0,657,999,1038,466,13131
11338,05/11/2020T17:40:00 ,135122,4624,363,3936,23569,12874,2281,4693,0,657,918,842,466,12365
11339,05/11/2020T17:50:00 ,137664,4460,304,3397,23068,12261,2099,4497,102,657,833,842,515,12011
11340,05/11/2020T18:00:00 ,142370,3892,265,3881,18688,13985,2846,3303,102,705,486,938,386,10863
11341,05/11/2020T18:10:00 ,144929,3515,265,4012,17872,12293,2871,3731,102,818,343,1040,337,10582
11342,05/11/2020T18:20:00 ,147085,3762,265,3545,16698,11480,3091,3192,102,920,381,1040,337,10812
11343,05/11/2020T18:30:00 ,146974,3630,265,3180,16371,13057,2834,3179,102,1115,329,932,291,10451
11344,05/11/2020T18:40:00 ,149450,3567,265,3055,14882,12714,2971,2748,102,845,197,1042,250,10622
11345,05/11/2020T18:50:00 ,150993,3310,265,3014,14306,13181,3140,2784,102,797,170,912,250,9486
11346,05/11/2020T19:00:00 ,156423,2709,102,4029,11375,12681,1993,1724,102,862,237,1131,337,9005
11347,05/11/2020T19:10:00 ,158126,2709,102,5036,9392,11173,2509,1621,102,767,237,1354,168,9414
11348,05/11/2020T19:20:00 ,160282,2638,102,5558,8095,10269,2088,1319,0,767,174,1449,119,9850
11349,05/11/2020T19:30:00 ,160818,2728,102,6665,7979,9565,1306,1123,0,660,174,1593,78,9919
11350,05/11/2020T19:40:00 ,162462,2682,102,7070,7823,7556,1199,778,0,660,174,1731,78,10395
11351,05/11/2020T19:50:00 ,162481,2574,102,7105,7849,8534,1035,366,0,660,214,1777,32,9981
11352,05/11/2020T20:00:00 ,164905,2448,102,7280,6765,7528,988,409,0,537,107,1995,0,9646
11353,05/11/2020T20:10:00 ,164679,2414,102,7925,7121,7137,763,314,0,537,107,2183,0,9428
11354,05/11/2020T20:20:00 ,166079,2421,102,8508,6155,5660,1194,143,0,278,107,2183,0,9880
11355,05/11/2020T20:30:00 ,166228,2399,102,9214,5924,5200,752,235,0,176,145,2272,0,10063
11356,05/11/2020T20:40:00 ,166312,2357,102,9140,6953,5167,775,151,0,176,192,2122,0,9263
11357,05/11/2020T20:50:00 ,166277,2357,102,10512,6613,4743,759,241,0,176,192,2122,0,8616
11358,05/11/2020T21:00:00 ,167216,2173,0,10802,5254,5114,1067,241,0,176,192,1634,0,8841
11359,05/11/2020T21:10:00 ,167218,2173,0,11269,5150,5538,901,71,0,103,252,1492,0,8543
11360,05/11/2020T21:20:00 ,168540,2209,0,10835,4824,4936,677,71,0,103,325,1641,0,8549
11361,05/11/2020T21:30:00 ,170344,2139,0,11530,4532,3365,431,71,0,103,325,1370,0,8500
11362,05/11/2020T21:40:00 ,171723,2091,0,10758,4091,3983,275,71,0,103,325,1204,0,8086
11363,05/11/2020T21:50:00 ,172431,1930,0,10733,4252,3829,238,71,0,0,325,1140,0,7761
11364,05/11/2020T22:00:00 ,174255,1778,0,8718,3785,5337,785,0,0,0,278,1083,0,6691
11365,05/11/2020T22:10:00 ,175119,1368,0,8631,2889,6219,1008,0,0,0,238,1083,0,6155
11366,05/11/2020T22:20:00 ,176439,1368,0,8820,2796,5318,502,0,0,0,140,1083,0,6244
11367,05/11/2020T22:30:00 ,178520,1237,0,8217,2956,4856,321,0,0,0,140,675,0,5788
